,url,name,sku,parsed_duration,parsed_price,objectives,processed_price,processed_duration
14,http://www.comundi.fr/formation-marketing-multicanal-et-relationnel/formation-strategie-de-marketing-client-multicanal.html,Formation : Stratégie de marketing client multicanal,CY21,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795.00
                                                     € ","<ul><li>Identifier les leviers de recrutement et de fidélisation et concevoir des plans d’action relationnels différenciés.
</li><li>Coupler efficacement les différents canaux offline et online
</li><li>Réussir la mise en place d’un programme CRM
</li><li>Exploiter les données au service de la connaissance client
</li><li>Evaluer la performance et l’impact des actions marketing client</li></ul>",1795.0,14.0
15,http://www.comundi.fr/formation-marches-publics/achats-publics-durables.html,Achats publics durables,BZ06,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Identifier et utiliser les outils réglementaires de l'achat public durable
</li><li>Réussir la rédaction de vos marchés et la sélection des offres
</li><li>Repérer et mettre en œuvre les bonnes pratiques pour des achats responsables efficaces</li></ul>",0.0,0.0
16,http://www.comundi.fr/formation-marches-publics/formation-gerer-sa-relation-avec-ses-fournisseurs.html,Formation Gérer sa relation avec ses fournisseurs,3325,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,<ul><li>Connaître son marché fournisseurs en identifiant sa dynamique</li><li>Evaluer le potentiel du marché fournisseurs</li><li>Piloter la relation de son panel fournisseurs en fonction des enjeux</li><li>Travailler son attractivité en tant que donneur d’ordre</li></ul>,0.0,0.0
17,http://www.comundi.fr/formation-marches-publics/evaluer-et-optimiser-la-performance-de-vos-fournisseurs.html,Evaluer et optimiser la performance de vos fournisseurs,2957,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul>
<li>Connaître le marché fournisseurs et identifier sa dynamique</li>
<li>Piloter et contrôler la bonne exécution des prestations</li>
<li>Optimiser votre performance achat grâce à la relation fournisseurs</li>
</ul>",0.0,0.0
18,http://www.comundi.fr/formation-devenir-consultant-formateur-coach/cycle-certifie-coaching-des-individus-des-equipes-et-des-organisations.html,"Cycle certifié : Coaching des Individus, des Equipes et des Organisations",MC48,"
                                                                                                    20 jours - 140 h
                                                                                            ","11 990.00
                                                     € ","<ul>
<li>Acquérir la posture et les 11 compétences du coach selon le référentiel ICF</li>
<li>Bénéficier d’un entraînement pratique intensif avec supervision et mentoring</li>
<li>Obtenir la certification ACTP d’ICF à travers un processus rigoureux d’évaluation</li>
</ul>",11990.0,140.0
19,http://www.comundi.fr/formation-partenariat-public-prive-delegation-de-service-public-et-montages-contractuels-complexes/grand-forum-des-marches-publics-2017.html,Grand Forum des marchés publics 2017,PF94,,,,0.0,0.0
20,http://www.comundi.fr/formation-devenir-consultant-formateur-coach/cycle-certifiant-devenir-coach-professionnel.html,Cycle certifiant - Devenir Coach professionnel,MC45,"
                                                                                                    3 x 2 jours
                                                                                            ","3 500.00
                                                     € ","<ul><li>Acquérir les outils et compétences nécessaires à la pratique du coaching individuel et collectif
</li><li>S’imprégner de la posture et du mode de communication du coach
</li><li>Favoriser le développement professionnel de vos interlocuteurs</li></ul>",3500.0,14.0
21,http://www.comundi.fr/formation-performance-de-l-achat-public/techniques-de-negociation-dans-les-marches-publics-achetez-au-meilleur-cout.html,Techniques de négociation dans les marchés publics achetez au meilleur coût,BC24,"
                                                                                                    2 jours + 1 jour
                                                                                            ","1 595.00
                                                     € ","<ul>
<li>Intégrer les dispositions du cadre réglementaire des marchés publics</li>
<li>Maîtriser les meilleures techniques de négociation</li>
<li>Mettre en pratique vos acquis grâce à des mises en situation</li>
</ul>",1595.0,14.0
22,http://www.comundi.fr/formation-veille-et-recherches-sur-internet/veille-et-recherches-sur-internet-devenez-expert-de-google.html,Veille et recherches sur internet : devenez expert de Google,FJ32,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 695.00
                                                     € ","<ul><li>Découvrir le champ des possibles offert par Google pour la veille et la recherche
</li><li>Améliorer la pertinence de vos recherches : syntaxe, trucs et astuces
</li><li>S'entraîner aux techniques pour identifier vos sources et fiabiliser vos résultats</li></ul>",1695.0,14.0
23,http://www.comundi.fr/formation-actualite-de-la-commande-publique-et-cadre-reglementaire/sourcing-fournisseurs-comment-en-faire-un-levier-efficace-d-optimisation-de-vos-achats-publics.html,Sourcing fournisseurs : comment en faire un levier efficace d'optimisation de vos achats publics ?,4585,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595
                                                     € ","<ul>
<li>Utiliser les outils et leviers à la disposition de l’acheteur pour communiquer avec ses fournisseurs </li>
<li>Développer une culture du sourcing efficace et mettre en place des pratiques pour améliorer la performance de ses achats </li>
<li>Prendre en compte les risques juridiques</li>
</ul>",1595.0,14.0
24,http://www.comundi.fr/formation-veille-et-recherches-sur-internet/formation-creer-et-optimiser-son-dispositif-de-veille-pour-gagner-en-efficacite.html,Formation : Créer et optimiser son dispositif de veille pour gagner en efficacité,MY27,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul><li>Maîtriser les étapes de la mise en place et l'animation d'une dynamique de veille
</li><li>Choisir et mettre en place des outils gratuits et/ou des plateformes de veille professionnelles
</li><li>Développer les aspects collaboratifs et les réseaux humains</li></ul>",1595.0,14.0
25,http://www.comundi.fr/formation-s-organiser-et-gerer-son-temps/formation-professionnaliser-sa-veille-et-ses-recherches-sur-le-web.html,Formation : Professionnaliser sa veille et ses recherches sur le web,KR09,"
                                                                                                    3 jours - 21 h
                                                                                            ","2 195.00
                                                     € ","<ul><li>Au-delà de Google, acquérir une méthodologie de recherche avancée sur internet</li><li>Exploiter toutes les possibilités offertes par le web 2.0 pour fiabiliser sa veille</li></ul>",2195.0,21.0
26,http://www.comundi.fr/formation-performance-de-l-achat-public/mettre-en-oeuvre-une-politique-d-achat-public-performante.html,Mettre en oeuvre une politique d'achat public performante,ND29,"
                                                                                                    2 jours + 1 jour
                                                                                            ","1 595.00
                                                     € ","<ul><li>Réformer et moderniser le rôle de la fonction achat
</li><li>Réaliser un diagnostic et identifier des leviers d'économie
</li><li>Réduire les coûts de vos achats</li></ul>",1595.0,14.0
27,http://www.comundi.fr/formation-performance-de-l-achat-public/realiser-une-cartographie-operationnelle-de-ses-achats.html,Réaliser une cartographie opérationnelle de ses achats,3328,"
                                                                                                    1 jour - 7 h
                                                                                            ","995
                                                     € ","<ul>
<li>Déterminer les données à collecter et les indicateurs clés à élaborer</li>
<li>Savoir analyser les dépenses par segments d’achats et par directions</li>
<li>Définir les sources de gains  potentiels et les gisements d’économies à réaliser</li>
</ul>",995.0,7.0
28,http://www.comundi.fr/formation-performance-de-l-achat-public/marches-publics-et-analyse-des-offres.html,Marchés publics et analyse des offres,JS12,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul><li>Sélectionner et pondérer des critères pertinents en fonction de vos besoins
</li><li>Mettre en oeuvre les méthodes de notation adaptées
</li><li>Réussir le choix de l'offre économiquement la plus avantageuse</li></ul>",1595.0,14.0
29,http://www.comundi.fr/formation-performance-de-l-achat-public/maitriser-les-outils-de-mutualisation-de-l-achat-public.html,Maîtriser les outils de mutualisation de l’achat public,PF88,"
                                                                                                    1 jour - 7 h
                                                                                            ","995.00
                                                     € ","<ul><li>Identifier les différentes formes de mutualisation de l’achat public
</li><li>Réussir la constitution d’un groupement de commande
</li><li>Maîtriser la méthodologie de création d’une centrale d’achat</li></ul>",995.0,7.0
30,http://www.comundi.fr/formation-performance-de-l-achat-public/indicateurs-et-tableaux-de-bord-de-vos-achats-publics.html,Indicateurs et tableaux de bord de vos achats publics,PW08,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul><li>Mesurer l'efficacité économique de vos achats
</li><li>Centraliser les informations nécessaires à un suivi en temps réel
</li><li>Bénéficier d'exemples concrets et de modèles</li></ul>",1595.0,14.0
31,http://www.comundi.fr/formation-performance-de-l-achat-public/analyse-du-besoin-et-redaction-du-cahier-des-charges.html,Analyse du besoin et rédaction du cahier des charges,PF63,"
                                                                                                    2 jours
                                                                                            ","1 595
                                                     € ","<ul><li>Définir au mieux votre besoin pour rationaliser vos dépenses
</li><li>Rédiger un cahier des charges adapté à l'analyse de vos besoins
</li><li>Assurer l'efficacité économique de vos achats</li></ul>",1595.0,14.0
32,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-reunion-flash.html,Formation : Réunion Flash,2372,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Donner du sens à vos réunions : mobiliser vos équipes</li><li>Savoir animer, communiquer autour des objectifs pour optimiser son temps
</li><li>Produire, évaluer et envisager l'avenir</li></ul>",0.0,0.0
33,http://www.comundi.fr/formation-achat-public-1/les-30-leviers-au-service-de-l-acheteur.html,Les 30 leviers au service de l'acheteur,4729,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul>
<li>Dissocier les différents types de spécifications et les remettre en cause</li>
<li>Cerner tous les leviers qui sont des méthodes, outils ou études</li>
<li>Appréhender les moyens pour valoriser la fonction Achat</li>
</ul>",1595.0,14.0
34,http://www.comundi.fr/formation-marches-publics/cycle-metier-acheteur-public.html,Cycle métier Acheteur public,PF68,"
                                                                                                    6 jours - 42 h
                                                                                            ","3 450
                                                     € ","<ul><li>Appréhender toutes les dimensions du métier d’acheteur public</li><li>Maîtriser le processus d’achat, de l’identification du besoin à l’exécution des prestations</li><li>Utiliser les meilleures outils et techniques pour assurer l’efficacité économique de vos achats</li></ul>",3450.0,42.0
35,http://www.comundi.fr/formation-performance-de-l-achat-public/creer-et-organiser-un-service-achat-performant-dans-le-secteur-public.html,Créer et organiser un service achat performant dans le secteur public,2555,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul><li>Identifier les enjeux et la valeur ajoutée d'un service achat
</li><li>Mettre en œuvre une organisation adaptée à votre structure
</li><li>Communiquer en interne et accompagner le changement</li></ul>",1595.0,14.0
36,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-donnez-du-panache-a-vos-interventions.html,Formation : Donnez du panache à vos interventions  !,2371,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Tonifier son expression et gagner en aisance</li><li>Donner du panache à ses interventions
</li><li>Rendre sa parole influente</li></ul>",0.0,0.0
37,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-manager-les-personnalites-difficiles.html,Formation : Manager les personnalités difficiles,4572,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 295.00
                                                     € ","<ul>
<li>Acquérir les méthodes pour identifier et réagir efficacement face aux comportements “difficiles”</li>
<li>Développer ses compétences de manager communicant pour recadrer sans bloquer la situation</li>
<li>Réinstaurer un climat de travail serein au sein de son équipe</li>
</ul>",1295.0,14.0
38,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-s-affirmer-a-l-oral.html,Formation : S'affirmer à l'oral,RC27,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 295.00
                                                     € ","<ul><li>Affirmer ses talents et ses stratégies d'orateur</li><li>Devenir assertif dans la communication orale
</li><li>Doper son charisme et son efficacité</li></ul>",1295.0,14.0
39,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-prise-de-parole-en-public.html,Formation : Prise de parole en public,OM26,"
                                                                                                    3 jours - 21 h
                                                                                            ","1 995.00
                                                     € ","<ul>
<li>Utiliser les techniques d’expression orale pour être écouté et compris</li>
<li>Parler pour convaincre</li>
<li>Maîtriser son trac</li>
</ul>",1995.0,21.0
40,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-concevoir-et-animer-des-presentations-percutantes.html,Formation : Concevoir et animer des présentations percutantes,LR30,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 295.00
                                                     € ","<ul><li>De la conception à l'animation : construire un scénario qui captive l'auditoire
</li><li>Jouer avec les mots, les sons et les images pour dynamiser ses présentations
</li><li>Trouver son propre style d'animation pour être à l'aise en toutes circonstances</li></ul>",1295.0,14.0
41,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-prise-de-parole-en-public-niveau-ii.html,Formation : Prise de Parole en public - niveau II,RC64,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul>
<li>Maîtriser les techniques d’influence et obtenir l’adhésion du public</li>
<li>Se mettre en scène et captiver son auditoire</li>
<li>Rebondir face aux objections et gérer l’imprévu dans la prise de parole</li>
</ul>",1595.0,14.0
42,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-le-manager-mediateur.html,Formation : Le Manager Médiateur,2369,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 295.00
                                                     € ","<ul>
<li>Sortir des situations conflictuelles et rétablir de saines coopérations</li>
<li>Concilier savoir-faire, savoir-être et « savoir relier » du leader</li>
<li>Prévenir les conflits pour réduire leurs effets négatifs</li>
</ul>",1295.0,14.0
43,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-7-minutes-pour-convaincre.html,Formation : « 7 minutes pour convaincre » !,LG56,"
                                                                                                    1 jour - 7 h
                                                                                            ","695.00
                                                     € ","<ul><li>Trouver les accroches percutantes pour convaincre vite</li><li>Aller à l'essentiel avec aisance
</li><li>Augmenter son impact à l'oral</li></ul>",695.0,7.0
44,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/formation-communication-leadership.html,Formation : Communication & Leadership,CY02,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul><li>Adopter une communication sponsor de votre image
</li><li>S'approprier les nouveaux réflexes du Manager communicant
</li><li>Développer ses aptitudes à la communication interpersonnelle</li></ul>",1595.0,14.0
45,http://www.comundi.fr/formation-communication-et-intelligence-relationnelle/communiquer-avec-tact-et-diplomatie.html,Communiquer avec tact et diplomatie,RC92,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 295.00
                                                     € ","<ul>
<li>S'affirmer sans agresser, ni heurter</li>
<li>Apprendre à mettre les formes pour gagner en coopération</li>
<li>Obtenir plus grâce à la diplomatie </li>
</ul>",1295.0,14.0
46,http://www.comundi.fr/formation-leadership-et-influence/formation-small-talk-l-art-d-engager-la-conversation.html,Formation : Small Talk : l'art d'engager la conversation !,LR20,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 295.00
                                                     € ","<ul>
<li>S'initier au plaisir de la conversation (cocktails, rendez-vous professionnels, déjeuners d’affaires)</li>
<li>S'entraîner à sortir de sa zone de confort et « briser la glace »...</li>
<li>Valoriser son image pour faire « bonne impression » !</li>
</ul>",1295.0,14.0
47,http://www.comundi.fr/formation-protection-des-donnees-marketing/anticipez-l-impact-du-reglement-data-protection-sur-vos-pratiques-marketing.html,Anticipez l’impact du règlement Data Protection sur vos pratiques marketing,4629,"
                                                                                                    1 jour - 7 h
                                                                                            ","995.00
                                                     € ","<ul>
<li>Comprendre les dispositions du réglement européen sur la protection des données (RGPD) et les nouvelles sanctions encourues</li>
<li>Identifier l’impact de ces dispositions sur vos pratiques marketing, data et relation client </li>
<li>Définir un plan d’action pour mettre en conformité vos pratiques marketing et data</li>
</ul>",995.0,7.0
48,http://www.comundi.fr/formation-relation-presse-et-mediatraining/formation-media-training.html,Formation : Media training,PG09,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 895.00
                                                     € ","<ul><li>Maîtriser l'interview en fonction du support et en déjouer les pièges
</li><li>Faire passer ses messages et créer un impact
</li><li>Gérer les situations sensibles et de crise</li></ul>",1895.0,14.0
49,http://www.comundi.fr/formation-manager-avec-serenite/formation-presence-charisme-et-leadership.html,"Formation : Présence, Charisme et Leadership",RC23,"
                                                                                                    3 jours - 21 h
                                                                                            ","2 995.00
                                                     € ","<ul><li>Évaluer son niveau de leadership</li><li>Être perçu, en toute circonstance, comme un leader évident
</li><li>Développer physiquement son impact de leader, optimiser son comportement</li></ul>",2995.0,21.0
50,http://www.comundi.fr/formation-marketing-multicanal-et-relationnel/formation-experience-client-enjeu-majeur-de-differenciation.html,Formation : Expérience client : enjeu majeur de différenciation,2189,"
                                                                                                    1 jour - 7 h
                                                                                            ","1 095.00
                                                     € ","<ul><li>Simplifier et fluidifier le parcours client omnicanal
</li><li>Intégrer la dimension émotionnelle pour engager vos clients
</li><li>Acquérir les outils et méthodes pour vous différencier
</li><li>Améliorer votre satisfaction clients</li></ul>",1095.0,7.0
51,http://www.comundi.fr/formation-marketing-multicanal-et-relationnel/formation-construire-un-crm-omnicanal-roiste.html,Formation : construire un CRM omnicanal ROIste,4794,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795
                                                     € ","<ul>
<li>Comprendre les enjeux du CRM omnicanal et ses tendances </li>
<li>Savoir comment mettre en œuvre son projet CRM omnicanal et concevoir une stratégie génératrice de valeur incrémentale</li>
<li>Mesurer l’efficacité et le ROI de ses actions CRM omnicanales</li>
</ul>",1795.0,14.0
52,http://www.comundi.fr/formation-leadership-et-influence/formation-manager-avec-les-accords-tolteques.html,Formation : Manager avec les Accords Toltèques,2362,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul>
<li>Optimiser sa connaissance de soi et ses relations aux autres</li>
<li>Éliminer ses croyances limitantes pour construire des relations vraiment authentiques</li>
<li>Capitaliser sur la confiance pour libérer l'intelligence collective dans son équipe</li>
</ul>",1595.0,14.0
53,http://www.comundi.fr/formation-management-transversal/formation-management-transversal-niveau-2.html,Formation : Management transversal - Niveau 2,LR28,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795.00
                                                     € ","<ul><li>Réduire ""toujours plus"" les écarts entre intention et perception des messages</li><li>S'entrainer à vaincre les résistances et les oppositions
</li><li>Accroître son agilité relationnelle pour fluidifier la coopération</li></ul>",1795.0,14.0
54,http://www.comundi.fr/formation-leadership-et-influence/formation-leadership-au-feminin.html,Formation : Leadership au féminin,BA10,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul><li>Développer son Intelligence Emotionnelle
</li><li>Travailler sur l'affirmation de soi
</li><li>Intégrer le Coaching à son mode de management</li></ul>",1595.0,14.0
55,http://www.comundi.fr/formation-leadership-et-influence/formation-management-transversal-niveau-3.html,Formation : Management transversal niveau 3,4796,"
                                                                                                    1 jour - 7 h
                                                                                            ","1 095.00
                                                     € ","<ul>
<li>Renforcer son leadership et sa légitimité</li>
<li>Devenir de stratège pour déjouer les manipulations et influencer en situation difficile</li>
<li>Affronter conflits et désaccords avec diplomatie… et efficacité</li>
</ul>",1095.0,7.0
56,http://www.comundi.fr/formation-leadership-et-influence/formation-developper-son-sens-politique.html,Formation : Développer son sens politique,4797,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795.00
                                                     € ","<ul>
<li>Décoder les mécaniques du pouvoir et les jeux politiques</li>
<li>Anticiper et saisir les opportunités : réfléchir et agir en stratège</li>
<li>Naviguer avec succès dans les jeux politiques des entreprises</li>
</ul>",1795.0,14.0
57,http://www.comundi.fr/formation-management-transversal/formation-le-management-transversal.html,Formation : Le management transversal,CY09,"
                                                                                                    3 jours - 21 h
                                                                                            ","2 195.00
                                                     € ","<ul>
<li>Développer son leadership pour mobiliser sans autorité</li>
<li>Agir sur les leviers de l'autorité informelle</li>
<li>Être influent dans une relation non hiérarchique</li>
</ul>",2195.0,21.0
58,http://www.comundi.fr/formation-leadership-et-influence/formation-adopter-un-management-charismatique.html,Formation : Adopter un management charismatique,4799,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 595.00
                                                     € ","<ul>
<li>Redonner du sens aux missions et aux responsabilités de chacun</li>
<li>Rassembler l’équipe autour d’un projet fédérateur</li>
<li>Devenir un manager motivant et visionnaire</li>
</ul>",1595.0,14.0
59,http://www.comundi.fr/formation-urbanisme-construction-patrimoine-logement-social-1/formation-prevenir-et-lutter-contre-les-occupations-illegales-de-proprietes-privees.html,Formation Prévenir et lutter contre les occupations illégales de propriétés privées,3387,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Appréhender les cas d'occupations illégales de propriétés privées</li><li>Connaître les outils juridiques permettant de lutter contre les occupations illégales</li><li>Savoir que faire d’un point de vue pratique</li><li>Connaître les limites de l'arsenal juridique en la matière</li>
<li>Anticiper et prévenir le contentieux pouvant en résulter</li></ul>",0.0,0.0
60,http://www.comundi.fr/formation-urbanisme-construction-patrimoine-logement-social-1/location-d-un-bien-la-collectivite-bailleresse-et-locataire.html,Location d’un bien : la collectivité bailleresse et locataire,3385,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 390
                                                     € ","<ul>
<li>Savoir gérer le patrimoine privé</li>
<li>Mesurer les droits de l’occupant selon les divers statuts d’occupation</li>
<li>Connaître les prérogatives du propriétaire</li>
<li>Ménager les conséquences du terme de l’occupation</li>
<li>Appréhender les changements apportés par les loi ALUR et PINEL en matière de location</li>
</ul>",1390.0,14.0
